,AdjDE_x,AdjDE_y,AdjOE_x,AdjOE_y,AdjTempo_x,AdjTempo_y,DE_x,DE_y,OE_x,OE_y,Pythag_x,Pythag_y,RankAdjDE_x,RankAdjDE_y,RankAdjOE_x,RankAdjOE_y,RankAdjTempo_x,RankAdjTempo_y,RankDE_x,RankDE_y,RankOE_x,RankOE_y,RankPythag_x,RankPythag_y,RankTempo_x,RankTempo_y,Result,Tempo_x,Tempo_y,game_id,season,t1TeamName,t1_id,t1_score,t1_teamname,t2TeamName,t2_id,t2_score,t2_teamname,team1_fg2pct,team1_fg3pct,team1_ftpct,team2_fg2pct,team2_fg3pct,team2_ftpct,x_pt_team_season_losses,x_pt_team_season_wins,x_rpi_rating,x_seed,y_pt_team_season_losses,y_pt_team_season_wins,y_rpi_rating,y_seed
372,95.7745,99.7824,113.3087,110.8569,60.949,66.535,95.1339,97.2145,112.8232,112.7932,0.873623,0.770362,50.0,113.0,18.0,40.0,327.0,177.0,39.0,64.0,16.0,18.0,20.0,59.0,330.0,175.0,1,59.9734,66.8629,2008-1139-1375,2008.0,Butler,1139.0,81.0,Butler,South Alabama,1375.0,61.0,South Alabama,51.3483,38.0215,73.7008,53.255,36.7673,70.3125,3.0,29.0,0.59,7.0,6.0,26.0,0.561,10.0
694,89.9943,103.3696,115.753,101.87,63.1796,63.2428,91.5258,100.2026,111.6412,103.5767,0.947584,0.458083,5.0,143.0,17.0,225.0,316.0,313.0,10.0,80.0,46.0,202.0,3.0,177.0,325.0,323.0,1,63.0694,63.0949,2014-1196-1107,2014.0,Florida,1196.0,67.0,Florida,Albany,1107.0,55.0,Albany,51.3011,35.865,66.8966,47.0312,35.9823,75.0,2.0,32.0,0.537,1.0,14.0,19.0,0.463,16.0
267,91.572,98.3609,106.4399,114.0908,64.0375,65.9071,90.8172,102.1411,107.2718,110.0973,0.849442,0.846323,12.0,99.0,78.0,13.0,276.0,221.0,11.0,173.0,63.0,30.0,22.0,24.0,271.0,230.0,1,64.145,65.5534,2006-1206-1277,2006.0,George Mason,1206.0,75.0,George Mason,Michigan St.,1277.0,65.0,Michigan St.,53.8162,35.5786,66.4087,51.9531,37.0998,77.0393,7.0,23.0,0.603,11.0,11.0,22.0,0.568,6.0
484,89.2061,96.6486,116.9563,90.1584,66.6843,66.6265,91.28,94.0452,114.7741,93.219,0.957498,0.310152,6.0,72.0,6.0,319.0,198.0,202.0,10.0,36.0,6.0,302.0,2.0,237.0,158.0,140.0,1,67.6228,67.8632,2010-1181-1115,2010.0,Duke,1181.0,73.0,Duke,Arkansas Pine Bluff,1115.0,44.0,Arkansas Pine Bluff,46.9811,38.491,75.8621,44.5122,30.2575,66.7828,5.0,29.0,0.562,1.0,15.0,17.0,0.507,16.0
467,89.6768,92.6926,111.7599,104.611,69.4026,70.2811,92.0294,94.6932,111.7162,100.7884,0.926329,0.800759,9.0,30.0,26.0,112.0,71.0,46.0,21.0,43.0,19.0,180.0,6.0,57.0,57.0,39.0,1,70.2518,70.7865,2010-1246-1448,2010.0,Kentucky,1246.0,90.0,Kentucky,Wake Forest,1448.0,60.0,Wake Forest,54.5752,33.142,66.9072,47.2106,30.8046,65.748,2.0,32.0,0.593,1.0,10.0,19.0,0.538,9.0
454,92.389,104.1996,109.4507,107.8385,66.8719,65.9871,92.5695,101.5784,107.5317,109.4819,0.875322,0.597427,18.0,225.0,47.0,70.0,148.0,183.0,13.0,179.0,73.0,39.0,24.0,116.0,137.0,186.0,1,67.1215,65.8934,2009-1462-1340,2009.0,Xavier,1462.0,77.0,Xavier,Portland St.,1340.0,59.0,Portland St.,49.0718,39.374,67.5676,51.1041,37.6943,67.1206,7.0,25.0,0.588,4.0,9.0,23.0,0.507,13.0
567,94.6378,94.9801,114.8636,102.1316,66.4663,65.5743,96.7999,96.7881,110.1153,101.2096,0.902685,0.697377,47.0,53.0,11.0,146.0,145.0,197.0,75.0,74.0,27.0,169.0,11.0,87.0,121.0,216.0,1,67.1364,65.2432,2012-1124-1160,2012.0,Baylor,1124.0,80.0,Baylor,Colorado,1160.0,63.0,Colorado,50.1752,37.9939,75.4362,48.3389,34.6084,68.428,7.0,27.0,0.558,3.0,11.0,23.0,0.573,11.0
174,90.5653,88.7454,112.1237,102.8958,61.9817,64.2318,92.2785,91.4357,111.5488,100.2361,0.920971,0.845714,10.0,4.0,21.0,126.0,310.0,284.0,15.0,9.0,13.0,178.0,10.0,30.0,314.0,277.0,1,61.0506,64.411,2004-1458-1350,2004.0,Wisconsin,1458.0,76.0,Wisconsin,Richmond,1350.0,64.0,Richmond,50.2226,33.6879,71.9298,46.1345,30.972,72.0679,6.0,24.0,0.61,6.0,12.0,20.0,0.58,11.0
708,100.5606,101.2405,117.1227,113.7187,68.8245,72.1949,103.3085,103.5417,114.7057,112.5551,0.852369,0.791935,90.0,100.0,12.0,27.0,63.0,8.0,130.0,140.0,15.0,32.0,30.0,50.0,43.0,6.0,1,69.9928,73.5115,2014-1332-1140,2014.0,Oregon,1332.0,87.0,Oregon,BYU,1140.0,68.0,BYU,51.0671,38.797,77.2517,49.2102,36.8201,69.0711,9.0,23.0,0.541,7.0,11.0,23.0,0.469,10.0
669,88.3561,95.3725,110.3897,111.353,67.7027,70.615,89.303,96.8499,109.6229,106.1302,0.928268,0.855885,6.0,68.0,34.0,25.0,91.0,16.0,9.0,84.0,24.0,71.0,7.0,29.0,95.0,6.0,1,67.636,71.533,2013-1242-1314,2013.0,Kansas,1242.0,70.0,Kansas,North Carolina,1314.0,58.0,North Carolina,52.8522,36.3636,73.6712,46.3368,37.2126,67.6656,5.0,29.0,0.59,1.0,10.0,24.0,0.582,8.0
512,95.8879,92.9145,114.0637,109.9858,70.7366,61.8614,95.688,96.4841,110.8022,106.7708,0.88039,0.874322,64.0,32.0,15.0,42.0,38.0,331.0,52.0,73.0,26.0,74.0,20.0,24.0,46.0,327.0,1,70.5196,62.342,2010-1462-1338,2010.0,Xavier,1462.0,71.0,Xavier,Pittsburgh,1338.0,68.0,Pittsburgh,50.141,37.6506,71.134,48.9097,34.2803,69.2903,8.0,24.0,0.584,6.0,8.0,24.0,0.576,3.0
230,92.8162,92.945,114.4969,114.798,67.8853,65.9938,94.5086,93.5327,111.8155,114.0505,0.9179,0.918969,16.0,17.0,12.0,11.0,132.0,220.0,34.0,23.0,21.0,11.0,7.0,6.0,219.0,177.0,1,65.8171,66.8496,2005-1437-1196,2005.0,Villanova,1437.0,76.0,Villanova,Florida,1196.0,65.0,Florida,47.4856,35.9425,73.5549,53.3333,38.9776,70.6704,7.0,22.0,0.621,5.0,7.0,23.0,0.553,4.0
804,94.2644,102.2061,124.701,103.5377,58.744,64.4173,94.4646,99.7104,120.4953,109.0794,0.961502,0.537148,30.0,164.0,1.0,136.0,347.0,190.0,27.0,119.0,3.0,43.0,3.0,148.0,345.0,174.0,1,59.2656,64.7621,2015-1458-1157,2015.0,Wisconsin,1458.0,86.0,Wisconsin,Coastal Carolina,1157.0,72.0,Coastal Carolina,55.1327,35.7466,76.3323,48.1973,35.4015,70.347,3.0,31.0,0.551,1.0,9.0,24.0,0.521,16.0
274,89.6123,100.3129,109.6311,104.7593,72.978,68.4821,88.9441,98.6205,109.3103,108.4927,0.910416,0.622171,4.0,132.0,41.0,109.0,13.0,106.0,5.0,94.0,37.0,46.0,11.0,118.0,9.0,108.0,1,73.9826,68.6544,2006-1272-1331,2006.0,Memphis,1272.0,94.0,Memphis,Oral Roberts,1331.0,78.0,Oral Roberts,50.1989,35.3768,68.2171,48.4047,38.7454,71.2482,3.0,30.0,0.574,1.0,11.0,21.0,0.59,16.0
366,87.3677,103.7128,112.3212,111.1196,62.7376,73.1929,86.6427,100.2556,108.686,113.4321,0.947311,0.688537,2.0,198.0,28.0,38.0,306.0,15.0,2.0,120.0,55.0,11.0,4.0,91.0,312.0,18.0,1,62.0936,72.6047,2008-1458-1168,2008.0,Wisconsin,1458.0,71.0,Wisconsin,Cal St. Fullerton,1168.0,56.0,Cal St. Fullerton,49.3333,35.5705,70.5489,52.2656,38.3754,70.2326,4.0,29.0,0.577,3.0,8.0,24.0,0.449,14.0
59,97.8625,91.9401,113.3802,108.3413,69.7514,69.2015,102.3083,94.7631,109.5515,104.2866,0.844568,0.868496,84.0,15.0,15.0,51.0,164.0,183.0,195.0,37.0,26.0,103.0,29.0,22.0,141.0,166.0,1,70.3386,69.8431,2002-1400-1280,2002.0,Texas,1400.0,68.0,Texas,Mississippi St.,1280.0,64.0,Mississippi St.,48.2603,36.7647,68.6732,53.1117,34.8457,65.285,11.0,20.0,0.596,6.0,7.0,26.0,0.612,3.0
591,93.8392,93.0303,113.3553,106.8588,65.5869,61.1614,97.4882,89.9419,109.6189,106.5193,0.897787,0.831137,33.0,22.0,17.0,69.0,196.0,329.0,88.0,10.0,32.0,68.0,13.0,35.0,192.0,337.0,1,65.8326,60.792,2012-1435-1217,2012.0,Vanderbilt,1435.0,79.0,Vanderbilt,Harvard,1217.0,70.0,Harvard,51.1957,38.7626,69.8701,52.0856,35.6137,75.0831,10.0,24.0,0.581,5.0,4.0,26.0,0.564,12.0
163,88.5466,106.5397,111.4277,96.5408,68.3708,72.4543,92.2823,101.1798,106.7164,99.2822,0.933594,0.243545,3.0,268.0,23.0,253.0,135.0,20.0,16.0,157.0,65.0,205.0,6.0,269.0,159.0,23.0,1,68.0538,72.6286,2004-1246-1197,2004.0,Kentucky,1246.0,96.0,Kentucky,Florida A&M,1197.0,76.0,Florida A&M,52.5559,35.5401,69.697,46.7583,34.6991,70.8171,4.0,26.0,0.634,1.0,16.0,14.0,0.54,16.0
244,92.1121,91.1992,113.8817,112.3334,68.6945,62.8847,93.2534,93.6933,113.9862,109.3432,0.91981,0.91659,18.0,10.0,14.0,22.0,97.0,300.0,25.0,29.0,5.0,36.0,7.0,8.0,87.0,305.0,1,69.217,62.6421,2006-1196-1417,2006.0,Florida,1196.0,73.0,Florida,UCLA,1417.0,57.0,UCLA,55.8611,39.213,74.3619,53.911,34.6041,69.1099,6.0,27.0,0.599,3.0,6.0,27.0,0.589,2.0
581,86.5164,100.0833,102.4523,118.5885,67.6443,64.8676,89.0266,100.7488,99.9408,115.6731,0.874816,0.875561,1.0,146.0,139.0,3.0,97.0,234.0,4.0,170.0,188.0,6.0,20.0,19.0,91.0,223.0,1,67.8366,65.0996,2012-1257-1196,2012.0,Louisville,1257.0,72.0,Louisville,Florida,1196.0,68.0,Florida,47.1576,31.7872,68.7651,53.0875,38.0192,71.2857,9.0,26.0,0.58,4.0,10.0,23.0,0.574,7.0
807,94.2644,86.3844,124.701,116.0057,58.744,66.7282,94.4646,87.414,120.4953,113.6254,0.961502,0.967409,30.0,3.0,1.0,11.0,347.0,78.0,27.0,4.0,3.0,17.0,3.0,2.0,345.0,80.0,1,59.2656,66.8428,2015-1458-1112,2015.0,Wisconsin,1458.0,85.0,Wisconsin,Arizona,1112.0,78.0,Arizona,55.1327,35.7466,76.3323,53.4495,35.9833,69.9085,3.0,31.0,0.566,1.0,3.0,31.0,0.56,2.0
642,96.465,93.1225,118.0446,113.0001,64.9809,64.5188,97.5973,92.0136,115.6025,107.7142,0.910653,0.902466,84.0,36.0,3.0,12.0,215.0,235.0,100.0,25.0,4.0,42.0,11.0,15.0,266.0,189.0,1,63.8288,65.6213,2013-1276-1393,2013.0,Michigan,1276.0,61.0,Michigan,Syracuse,1393.0,56.0,Syracuse,53.3934,37.8667,70.305,48.4659,33.477,67.497,7.0,26.0,0.569,4.0,9.0,26.0,0.582,4.0
774,96.1054,100.1355,111.8905,112.9373,65.6734,66.4058,100.5281,100.5981,109.3508,108.54,0.85181,0.799561,55.0,124.0,28.0,22.0,128.0,95.0,135.0,137.0,40.0,50.0,26.0,44.0,118.0,92.0,1,66.0318,66.5662,2015-1462-1279,2015.0,Xavier,1462.0,76.0,Xavier,Mississippi,1279.0,57.0,Mississippi,53.3811,34.8534,72.5105,46.8927,33.8235,77.8417,13.0,21.0,0.54,6.0,12.0,21.0,0.533,11.0
123,96.4505,93.6982,118.7559,110.588,70.7742,72.5331,96.9119,97.1758,111.2154,108.4406,0.916251,0.870561,67.0,25.0,2.0,23.0,74.0,32.0,66.0,71.0,16.0,37.0,8.0,22.0,92.0,28.0,1,70.5908,73.2656,2003-1400-1163,2003.0,Texas,1400.0,82.0,Texas,Connecticut,1163.0,78.0,Connecticut,47.8405,35.6364,72.1271,49.5804,38.5827,67.663,6.0,22.0,0.637,1.0,9.0,21.0,0.572,5.0
287,98.0587,89.158,115.3092,102.1192,63.5731,61.6774,102.0179,88.5677,110.3706,97.26,0.865715,0.826483,95.0,3.0,9.0,159.0,288.0,318.0,169.0,4.0,29.0,242.0,18.0,35.0,290.0,318.0,1,63.5283,61.6404,2006-1452-1356,2006.0,West Virginia,1452.0,64.0,West Virginia,Southern Illinois,1356.0,46.0,Southern Illinois,54.597,34.7639,74.5882,44.7628,33.5196,68.662,10.0,20.0,0.609,6.0,10.0,22.0,0.527,11.0
30,94.807,92.1722,105.7814,110.3145,65.0892,71.8426,94.4422,95.9283,104.2861,107.295,0.778959,0.887583,32.0,18.0,82.0,34.0,294.0,84.0,32.0,55.0,104.0,48.0,52.0,13.0,302.0,88.0,1,64.5716,71.7349,2002-1423-1425,2002.0,UNC Wilmington,1423.0,93.0,UNC Wilmington,USC,1425.0,89.0,USC,46.4905,37.3311,68.855,47.7411,34.6552,69.242,9.0,22.0,0.574,13.0,9.0,22.0,0.609,4.0
104,86.8145,92.1835,114.3086,111.3487,69.5797,63.1091,92.3219,92.6488,111.2842,111.7649,0.959455,0.897724,1.0,17.0,11.0,21.0,115.0,311.0,13.0,15.0,15.0,11.0,1.0,13.0,128.0,309.0,1,69.5145,63.2974,2003-1246-1458,2003.0,Kentucky,1246.0,63.0,Kentucky,Wisconsin,1458.0,57.0,Wisconsin,53.9222,35.5556,70.3504,51.4655,35.7016,73.1826,3.0,29.0,0.639,1.0,7.0,22.0,0.623,5.0
290,100.7944,98.9283,114.0357,108.9379,64.7544,65.6957,104.7293,102.6934,111.8666,106.4256,0.805249,0.751832,131.0,90.0,17.0,67.0,246.0,206.0,223.0,176.0,23.0,92.0,51.0,71.0,196.0,183.0,1,66.2363,66.527,2007-1130-1403,2007.0,Boston College,1130.0,84.0,Boston College,Texas Tech,1403.0,75.0,Texas Tech,53.7885,34.8754,72.4399,46.8588,41.1881,73.9484,11.0,20.0,0.497,7.0,12.0,21.0,0.599,10.0
336,96.4224,104.9319,111.0303,110.0711,72.472,71.9975,100.6241,101.3848,107.3875,110.8599,0.835104,0.634107,52.0,213.0,43.0,52.0,19.0,24.0,133.0,148.0,74.0,32.0,39.0,107.0,15.0,19.0,1,73.1636,72.7979,2007-1397-1253,2007.0,Tennessee,1397.0,121.0,Tennessee,Long Beach St.,1253.0,86.0,Long Beach St.,50.6192,36.4955,65.3012,50.3284,37.7997,70.5531,10.0,22.0,0.598,5.0,7.0,24.0,0.485,12.0
226,96.2589,93.3255,118.6729,96.6272,67.3273,61.0764,97.8748,89.711,115.681,98.0561,0.917382,0.598645,59.0,23.0,4.0,243.0,160.0,319.0,78.0,4.0,8.0,230.0,8.0,120.0,148.0,305.0,1,67.6466,62.6093,2005-1329-1368,2005.0,Oklahoma St.,1329.0,63.0,Oklahoma St.,Southeastern Louisiana,1368.0,50.0,Southeastern Louisiana,53.013,41.5896,77.8788,50.0,29.5597,63.2042,6.0,24.0,0.621,2.0,8.0,24.0,0.475,15.0
519,93.8292,97.1023,113.8185,104.3282,66.2648,66.2722,98.411,95.5434,108.5852,106.5111,0.902118,0.69539,30.0,68.0,17.0,112.0,193.0,192.0,93.0,44.0,48.0,68.0,13.0,82.0,197.0,196.0,1,66.2195,66.2316,2011-1163-1137,2011.0,Connecticut,1163.0,81.0,Connecticut,Bucknell,1137.0,52.0,Bucknell,47.6717,32.9114,76.2774,46.6929,40.0,78.831,9.0,26.0,0.56,3.0,8.0,25.0,0.425,14.0
275,89.6123,92.4489,109.6311,104.5399,72.978,63.7286,88.9441,87.608,109.3103,104.6627,0.910416,0.804317,4.0,22.0,41.0,113.0,13.0,282.0,5.0,1.0,37.0,114.0,11.0,45.0,9.0,299.0,1,73.9826,63.1044,2006-1272-1137,2006.0,Memphis,1272.0,72.0,Memphis,Bucknell,1137.0,56.0,Bucknell,50.1989,35.3768,68.2171,50.2953,38.7629,69.969,3.0,30.0,0.578,1.0,4.0,26.0,0.598,9.0
52,89.3382,98.3014,112.6765,117.1534,68.4741,72.2145,92.7839,104.9883,111.3031,111.0117,0.935175,0.882635,3.0,97.0,17.0,3.0,210.0,68.0,13.0,250.0,13.0,16.0,5.0,15.0,187.0,50.0,1,69.1409,73.4525,2002-1328-1112,2002.0,Oklahoma,1328.0,88.0,Oklahoma,Arizona,1112.0,67.0,Arizona,48.2265,35.0148,76.676,50.0,37.6093,73.0769,4.0,27.0,0.655,2.0,9.0,22.0,0.586,3.0
180,95.3458,97.669,114.0151,108.0639,69.7604,71.3801,97.7107,98.575,111.7366,107.0809,0.886596,0.761895,45.0,80.0,16.0,59.0,69.0,35.0,75.0,95.0,22.0,58.0,18.0,57.0,53.0,27.0,1,70.7242,72.2258,2005-1112-1412,2005.0,Arizona,1112.0,85.0,Arizona,UAB,1412.0,63.0,UAB,50.7077,40.1587,77.6184,49.8177,34.72,69.5876,6.0,27.0,0.604,3.0,10.0,21.0,0.571,11.0
153,92.8092,94.0466,114.1686,102.9154,68.5565,74.9716,91.2039,92.1958,111.4292,102.6548,0.915444,0.738144,19.0,32.0,12.0,125.0,130.0,6.0,8.0,14.0,14.0,117.0,12.0,66.0,128.0,5.0,1,68.8876,75.7298,2004-1153-1190,2004.0,Cincinnati,1153.0,80.0,Cincinnati,East Tennessee St.,1190.0,77.0,East Tennessee St.,49.1922,38.9632,67.7188,50.3371,35.0294,67.6558,6.0,24.0,0.614,4.0,5.0,27.0,0.583,13.0
107,90.8937,93.9608,108.5287,112.706,73.7305,69.9615,89.8816,94.3737,108.3978,111.5928,0.884854,0.890114,11.0,30.0,50.0,15.0,17.0,101.0,6.0,31.0,38.0,12.0,18.0,16.0,21.0,138.0,1,73.8131,69.3602,2003-1268-1462,2003.0,Maryland,1268.0,77.0,Maryland,Xavier,1462.0,64.0,Xavier,49.1884,39.0057,71.3629,48.5671,36.0771,74.5149,9.0,19.0,0.574,6.0,5.0,25.0,0.604,3.0
440,90.5994,98.4952,110.8623,100.0742,67.6549,66.7021,94.863,96.2998,108.5512,105.108,0.910616,0.545597,9.0,99.0,35.0,201.0,114.0,155.0,40.0,60.0,53.0,104.0,10.0,137.0,169.0,136.0,1,66.2895,67.1463,2009-1277-1352,2009.0,Michigan St.,1277.0,77.0,Michigan St.,Robert Morris,1352.0,62.0,Robert Morris,48.5332,35.4497,69.863,50.8554,39.4415,70.4246,6.0,26.0,0.591,2.0,10.0,24.0,0.585,15.0
227,96.2589,92.3937,118.6729,106.9693,67.3273,64.1969,97.8748,94.0847,115.681,104.8547,0.917382,0.843506,59.0,15.0,4.0,67.0,160.0,284.0,78.0,30.0,8.0,92.0,8.0,28.0,148.0,284.0,1,67.6466,63.823,2005-1329-1356,2005.0,Oklahoma St.,1329.0,85.0,Oklahoma St.,Southern Illinois,1356.0,77.0,Southern Illinois,53.013,41.5896,77.8788,47.8936,36.4469,75.2418,6.0,24.0,0.621,2.0,7.0,26.0,0.6,7.0
743,92.69,104.3188,117.733,103.2247,65.0202,60.1565,92.4094,106.5601,115.962,102.5043,0.939932,0.469726,10.0,164.0,8.0,197.0,245.0,347.0,12.0,219.0,9.0,218.0,5.0,173.0,276.0,344.0,1,64.4923,60.6512,2014-1455-1142,2014.0,Wichita St.,1455.0,64.0,Wichita St.,Cal Poly,1142.0,37.0,Cal Poly,52.3051,35.0217,72.3669,44.2446,32.8969,68.2373,0.0,34.0,0.538,1.0,19.0,14.0,0.573,16.0
433,93.9215,90.7164,102.3203,112.8715,65.5853,65.0924,92.9467,93.6916,102.1484,109.6663,0.728092,0.92504,35.0,10.0,150.0,21.0,203.0,232.0,16.0,23.0,160.0,34.0,83.0,7.0,204.0,189.0,1,65.5077,65.8448,2009-1173-1452,2009.0,Dayton,1173.0,68.0,Dayton,West Virginia,1452.0,60.0,West Virginia,46.0158,32.8152,64.7606,48.0205,32.906,69.8113,7.0,26.0,0.54,11.0,11.0,23.0,0.577,6.0
176,92.2825,91.5153,109.9152,113.0877,65.5867,70.1014,94.5428,93.5042,107.061,108.762,0.88193,0.919388,16.0,14.0,36.0,17.0,240.0,72.0,36.0,26.0,55.0,33.0,18.0,11.0,245.0,101.0,1,65.5357,69.6884,2004-1462-1280,2004.0,Xavier,1462.0,89.0,Xavier,Mississippi St.,1280.0,74.0,Mississippi St.,47.9263,37.5661,68.8546,51.6984,35.4204,66.3877,10.0,23.0,0.583,7.0,3.0,25.0,0.608,2.0
312,91.944,94.6952,113.0406,115.1422,64.2998,62.916,93.7731,98.3468,111.1692,112.2623,0.914942,0.904503,13.0,35.0,25.0,12.0,266.0,300.0,19.0,79.0,29.0,19.0,9.0,12.0,258.0,296.0,1,64.4495,62.7363,2007-1417-1338,2007.0,UCLA,1417.0,64.0,UCLA,Pittsburgh,1338.0,55.0,Pittsburgh,52.473,37.084,66.7195,50.9749,38.2304,66.1224,5.0,26.0,0.596,2.0,7.0,27.0,0.585,3.0
111,89.0116,96.3654,103.4155,110.0622,68.1061,64.7514,91.2251,92.4372,100.4733,109.2049,0.848753,0.821761,6.0,65.0,121.0,33.0,181.0,292.0,9.0,14.0,185.0,29.0,27.0,34.0,191.0,301.0,1,68.0294,64.0888,2003-1329-1335,2003.0,Oklahoma St.,1329.0,77.0,Oklahoma St.,Penn,1335.0,63.0,Penn,46.9732,36.3855,64.3165,50.6068,41.2829,70.9369,9.0,21.0,0.601,6.0,5.0,22.0,0.582,11.0
306,89.683,90.2784,116.5324,112.6549,65.3922,69.4387,92.4443,88.0453,113.2083,112.5087,0.953101,0.927335,5.0,6.0,7.0,28.0,218.0,69.0,13.0,2.0,14.0,18.0,2.0,8.0,233.0,49.0,1,65.1462,70.7827,2007-1326-1272,2007.0,Ohio St.,1326.0,92.0,Ohio St.,Memphis,1272.0,76.0,Memphis,53.5354,36.1006,70.2635,51.2011,35.101,62.1196,3.0,30.0,0.605,1.0,3.0,30.0,0.584,2.0
113,87.0205,98.9495,111.9746,111.5878,66.6445,64.9485,86.3751,101.4773,109.091,106.4645,0.947821,0.799364,2.0,118.0,17.0,20.0,251.0,285.0,1.0,183.0,31.0,60.0,2.0,45.0,175.0,276.0,1,68.3767,65.567,2003-1338-1231,2003.0,Pittsburgh,1338.0,74.0,Pittsburgh,Indiana,1231.0,52.0,Indiana,57.3702,36.3636,64.0374,47.5089,34.9381,71.8421,4.0,26.0,0.627,2.0,12.0,20.0,0.611,7.0
64,114.058,107.6051,101.4705,97.6467,68.9391,69.3045,110.5521,99.9739,100.7461,102.1859,0.206722,0.246607,319.0,280.0,160.0,231.0,141.0,127.0,319.0,144.0,175.0,146.0,283.0,262.0,132.0,81.0,1,69.4728,70.8057,2003-1421-1411,2003.0,UNC Asheville,1421.0,92.0,UNC Asheville,Texas Southern,1411.0,84.0,Texas Southern,46.2687,35.6643,75.969,51.0097,32.5901,61.3975,16.0,14.0,0.489,16.0,12.0,18.0,0.611,16.0
790,94.6251,94.336,108.5433,103.7882,64.448,62.7568,97.3302,93.9359,106.6051,107.5521,0.828936,0.74991,36.0,31.0,56.0,129.0,184.0,275.0,74.0,23.0,70.0,58.0,33.0,63.0,176.0,264.0,1,64.7568,63.183,2015-1268-1434,2015.0,Maryland,1268.0,65.0,Maryland,Valparaiso,1434.0,62.0,Valparaiso,47.8011,37.2488,75.6972,48.5473,38.1308,68.7075,6.0,27.0,0.566,4.0,5.0,28.0,0.532,13.0
145,93.9163,95.6215,115.0068,109.2684,72.66,53.5435,99.0648,93.4319,108.9502,111.1513,0.911312,0.822622,30.0,53.0,10.0,46.0,17.0,326.0,114.0,25.0,29.0,20.0,13.0,38.0,9.0,326.0,1,74.3969,53.996,2004-1314-1102,2004.0,North Carolina,1314.0,63.0,North Carolina,Air Force,1102.0,52.0,Air Force,50.2209,35.1986,68.7583,59.754,37.8671,71.2389,10.0,18.0,0.603,6.0,6.0,22.0,0.572,11.0
17,96.0539,91.2273,114.814,110.2604,66.1658,65.6035,97.4401,90.3761,114.918,107.3105,0.886114,0.898361,50.0,12.0,8.0,35.0,279.0,290.0,77.0,3.0,3.0,47.0,14.0,9.0,289.0,276.0,1,65.273,66.1183,2002-1245-1338,2002.0,Kent St.,1245.0,78.0,Kent St.,Pittsburgh,1338.0,73.0,Pittsburgh,50.7947,36.5812,73.1034,54.7988,32.2581,60.4527,5.0,27.0,0.604,10.0,5.0,27.0,0.656,3.0
228,99.5523,94.744,111.3507,115.0698,66.0115,67.3664,94.3877,96.8214,111.0011,112.5575,0.783811,0.903362,118.0,36.0,30.0,10.0,219.0,155.0,33.0,57.0,27.0,14.0,46.0,14.0,234.0,174.0,1,65.54,66.8956,2005-1436-1393,2005.0,Vermont,1436.0,60.0,Vermont,Syracuse,1393.0,57.0,Syracuse,48.683,35.8189,72.1649,54.221,31.2,66.6667,6.0,24.0,0.654,13.0,6.0,27.0,0.579,4.0
14,90.0587,96.1475,115.9669,115.5657,78.2507,72.2824,94.8922,98.0566,113.9842,115.7605,0.948226,0.8924,8.0,54.0,5.0,7.0,3.0,65.0,38.0,88.0,4.0,1.0,4.0,11.0,5.0,47.0,1,78.6022,73.4837,2002-1242-1332,2002.0,Kansas,1242.0,104.0,Kansas,Oregon,1332.0,86.0,Oregon,52.5627,41.0959,71.9128,52.352,42.2096,77.0784,3.0,29.0,0.673,1.0,8.0,23.0,0.564,2.0
15,96.0539,91.8648,114.814,104.2143,66.1658,67.3852,97.4401,93.2924,114.918,103.6775,0.886114,0.810077,50.0,14.0,8.0,104.0,279.0,240.0,77.0,17.0,3.0,113.0,14.0,40.0,289.0,199.0,1,65.273,68.7194,2002-1245-1329,2002.0,Kent St.,1245.0,69.0,Kent St.,Oklahoma St.,1329.0,61.0,Oklahoma St.,50.7947,36.5812,73.1034,49.3718,32.7451,64.4068,5.0,27.0,0.604,10.0,8.0,23.0,0.605,7.0
458,95.608,91.4813,117.53,106.9823,65.8184,64.0617,98.0898,90.1057,112.7598,106.2626,0.914825,0.85816,60.0,18.0,4.0,76.0,237.0,299.0,106.0,7.0,12.0,83.0,11.0,34.0,164.0,312.0,1,67.519,63.3504,2010-1124-1330,2010.0,Baylor,1124.0,76.0,Baylor,Old Dominion,1330.0,68.0,Old Dominion,52.9985,38.1847,72.8933,49.1547,31.6794,64.8,7.0,25.0,0.596,3.0,8.0,26.0,0.513,11.0
480,95.1524,97.9063,109.5266,113.061,73.2103,68.6377,95.6118,98.023,108.3075,112.148,0.834506,0.839572,55.0,94.0,45.0,21.0,10.0,106.0,49.0,104.0,51.0,14.0,44.0,41.0,13.0,134.0,1,73.2105,68.0325,2010-1449-1307,2010.0,Washington,1449.0,82.0,Washington,New Mexico,1307.0,64.0,New Mexico,49.4526,33.6268,72.0442,47.8193,36.9418,66.8867,9.0,24.0,0.584,11.0,4.0,29.0,0.575,3.0
326,94.743,93.0258,113.314,111.0917,67.4653,66.8163,98.5585,96.927,107.6178,107.8084,0.886798,0.885036,37.0,21.0,21.0,42.0,129.0,164.0,85.0,59.0,69.0,66.0,14.0,17.0,119.0,176.0,1,67.864,66.654,2007-1246-1437,2007.0,Kentucky,1246.0,67.0,Kentucky,Villanova,1437.0,58.0,Villanova,54.1051,35.4839,70.2899,46.1323,35.2174,78.2609,11.0,21.0,0.594,8.0,10.0,22.0,0.479,9.0
