,game_id,t1_name,t2_name,t1_rpi,t2_rpi,t1_pyth,t2_pyth,t1_seed,t2_seed,prob_lose,prob_win
1139,2016-1409-1201,Tulsa,Fresno St.,0.571,0.569,0.770262,0.658941,11.0,14.0,0.393833523062,0.606166476938
1140,2016-1151-1201,Chattanooga,Fresno St.,0.579,0.569,0.656214,0.658941,12.0,14.0,0.506297940049,0.493702059951
1141,2016-1392-1201,Stony Brook,Fresno St.,0.572,0.569,0.698047,0.658941,13.0,14.0,0.466262926775,0.533737073225
1142,2016-1372-1201,Stephen F. Austin,Fresno St.,0.571,0.569,0.834675,0.658941,14.0,14.0,0.332508181697,0.667491818303
1143,2016-1451-1201,Weber St.,Fresno St.,0.538,0.569,0.571126,0.658941,15.0,14.0,0.610015508823,0.389984491177
1144,2016-1192-1201,Fairleigh Dickinson,Fresno St.,0.48,0.569,0.290502,0.658941,16.0,14.0,0.846251784488,0.153748215512
1145,2016-1195-1201,Florida Gulf Coast,Fresno St.,0.475,0.569,0.469004,0.658941,16.0,14.0,0.726723068028,0.273276931972
1146,2016-1242-1201,Kansas,Fresno St.,0.677,0.569,0.950266,0.658941,1.0,14.0,0.204589436785,0.795410563215
1147,2016-1437-1201,Villanova,Fresno St.,0.653,0.569,0.935227,0.658941,2.0,14.0,0.221990339158,0.778009660842
1148,2016-1274-1201,Miami FL,Fresno St.,0.636,0.569,0.897133,0.658941,3.0,14.0,0.255888355526,0.744111644474
1149,2016-1143-1201,California,Fresno St.,0.616,0.569,0.876402,0.658941,4.0,14.0,0.279451727742,0.720548272258
1150,2016-1268-1201,Maryland,Fresno St.,0.618,0.569,0.872585,0.658941,5.0,14.0,0.28192781488,0.71807218512
1151,2016-1112-1201,Arizona,Fresno St.,0.6,0.569,0.89262,0.658941,6.0,14.0,0.271654100891,0.728345899109
1152,2016-1234-1201,Iowa,Fresno St.,0.594,0.569,0.883287,0.658941,7.0,14.0,0.281440866425,0.718559133575
1153,2016-1160-1201,Colorado,Fresno St.,0.588,0.569,0.778651,0.658941,8.0,14.0,0.378627108785,0.621372891215
1154,2016-1163-1201,Connecticut,Fresno St.,0.586,0.569,0.867767,0.658941,9.0,14.0,0.297462095769,0.702537904231
1155,2016-1396-1201,Temple,Fresno St.,0.572,0.569,0.703206,0.658941,10.0,14.0,0.460972268809,0.539027731191
1156,2016-1435-1201,Vanderbilt,Fresno St.,0.571,0.569,0.8642,0.658941,11.0,14.0,0.306056158234,0.693943841766
1157,2016-1455-1201,Wichita St.,Fresno St.,0.581,0.569,0.900386,0.658941,11.0,14.0,0.271853587885,0.728146412115
1158,2016-1355-1201,South Dakota St.,Fresno St.,0.594,0.569,0.720451,0.658941,12.0,14.0,0.433939127012,0.566060872988
1159,2016-1218-1201,Hawaii,Fresno St.,0.556,0.569,0.76316,0.658941,13.0,14.0,0.407126266446,0.592873733554
1160,2016-1138-1201,Buffalo,Fresno St.,0.549,0.569,0.573537,0.658941,14.0,14.0,0.603078595309,0.396921404691
1161,2016-1421-1201,UNC Asheville,Fresno St.,0.521,0.569,0.619767,0.658941,15.0,14.0,0.568649049899,0.431350950101
1162,2016-1122-1201,Austin Peay,Fresno St.,0.488,0.569,0.381941,0.658941,16.0,14.0,0.788265364816,0.211734635184
1163,2016-1438-1201,Virginia,Fresno St.,0.657,0.569,0.948196,0.658941,1.0,14.0,0.211727577753,0.788272422247
1164,2016-1277-1201,Michigan St.,Fresno St.,0.626,0.569,0.945053,0.658941,2.0,14.0,0.223101462045,0.776898537955
1165,2016-1428-1201,Utah,Fresno St.,0.637,0.569,0.854613,0.658941,3.0,14.0,0.290318443347,0.709681556653
1166,2016-1235-1201,Iowa St.,Fresno St.,0.606,0.569,0.89189,0.658941,4.0,14.0,0.270188187141,0.729811812859
1167,2016-1345-1201,Purdue,Fresno St.,0.619,0.569,0.907877,0.658941,5.0,14.0,0.253089853992,0.746910146008
1168,2016-1371-1201,Seton Hall,Fresno St.,0.609,0.569,0.867459,0.658941,6.0,14.0,0.289434592631,0.710565407369
1169,2016-1173-1201,Dayton,Fresno St.,0.606,0.569,0.780804,0.658941,7.0,14.0,0.369222352867,0.630777647133
1170,2016-1403-1201,Texas Tech,Fresno St.,0.588,0.569,0.809433,0.658941,8.0,14.0,0.349253282006,0.650746717994
1171,2016-1139-1201,Butler,Fresno St.,0.575,0.569,0.813032,0.658941,9.0,14.0,0.351019116804,0.648980883196
1172,2016-1393-1201,Syracuse,Fresno St.,0.562,0.569,0.811213,0.658941,10.0,14.0,0.357907349107,0.642092650893
1173,2016-1211-1201,Gonzaga,Fresno St.,0.583,0.569,0.860671,0.658941,11.0,14.0,0.304717531514,0.695282468486
1174,2016-1114-1201,Arkansas Little Rock,Fresno St.,0.582,0.569,0.797767,0.658941,12.0,14.0,0.362673047481,0.637326952519
1175,2016-1233-1201,Iona,Fresno St.,0.556,0.569,0.731267,0.658941,13.0,14.0,0.439218881383,0.560781118617
1176,2016-1314-1292,North Carolina,Middle Tennessee,0.645,0.559,0.9407,0.592694,1.0,15.0,0.172202582275,0.827797417725
1177,2016-1462-1292,Xavier,Middle Tennessee,0.639,0.559,0.894669,0.592694,2.0,15.0,0.202646485841,0.797353514159
1178,2016-1452-1292,West Virginia,Middle Tennessee,0.631,0.559,0.923627,0.592694,3.0,15.0,0.186131213131,0.813868786869
1179,2016-1246-1292,Kentucky,Middle Tennessee,0.626,0.559,0.919899,0.592694,4.0,15.0,0.189804672751,0.810195327249
1180,2016-1231-1292,Indiana,Middle Tennessee,0.602,0.559,0.895934,0.592694,5.0,15.0,0.212366165033,0.787633834967
1181,2016-1323-1292,Notre Dame,Middle Tennessee,0.589,0.559,0.8132,0.592694,6.0,15.0,0.27950316298,0.72049683702
1182,2016-1458-1292,Wisconsin,Middle Tennessee,0.584,0.559,0.839077,0.592694,7.0,15.0,0.260196081912,0.739803918088
1183,2016-1425-1292,USC,Middle Tennessee,0.579,0.559,0.794437,0.592694,8.0,15.0,0.298979314636,0.701020685364
1184,2016-1344-1292,Providence,Middle Tennessee,0.586,0.559,0.799206,0.592694,9.0,15.0,0.292349401443,0.707650598557
1185,2016-1338-1292,Pittsburgh,Middle Tennessee,0.578,0.559,0.802472,0.592694,10.0,15.0,0.292440537429,0.707559462571
1186,2016-1276-1292,Michigan,Middle Tennessee,0.574,0.559,0.777853,0.592694,11.0,15.0,0.315381654345,0.684618345655
1187,2016-1409-1292,Tulsa,Middle Tennessee,0.571,0.559,0.770262,0.592694,11.0,15.0,0.323319750711,0.676680249289
1188,2016-1151-1292,Chattanooga,Middle Tennessee,0.579,0.559,0.656214,0.592694,12.0,15.0,0.42992978899,0.57007021101
1189,2016-1392-1292,Stony Brook,Middle Tennessee,0.572,0.559,0.698047,0.592694,13.0,15.0,0.391149155706,0.608850844294
1190,2016-1372-1292,Stephen F. Austin,Middle Tennessee,0.571,0.559,0.834675,0.592694,14.0,15.0,0.268117752941,0.731882247059
1191,2016-1451-1292,Weber St.,Middle Tennessee,0.538,0.559,0.571126,0.592694,15.0,15.0,0.534954563096,0.465045436904
1192,2016-1192-1292,Fairleigh Dickinson,Middle Tennessee,0.48,0.559,0.290502,0.592694,16.0,15.0,0.801893322467,0.198106677533
1193,2016-1195-1292,Florida Gulf Coast,Middle Tennessee,0.475,0.559,0.469004,0.592694,16.0,15.0,0.661666394906,0.338333605094
1194,2016-1242-1292,Kansas,Middle Tennessee,0.677,0.559,0.950266,0.592694,1.0,15.0,0.159067346988,0.840932653012
1195,2016-1437-1292,Villanova,Middle Tennessee,0.653,0.559,0.935227,0.592694,2.0,15.0,0.173440717443,0.826559282557
1196,2016-1274-1292,Miami FL,Middle Tennessee,0.636,0.559,0.897133,0.592694,3.0,15.0,0.2018485739,0.7981514261
1197,2016-1143-1292,California,Middle Tennessee,0.616,0.559,0.876402,0.592694,4.0,15.0,0.221919799331,0.778080200669
1198,2016-1268-1292,Maryland,Middle Tennessee,0.618,0.559,0.872585,0.592694,5.0,15.0,0.224044627504,0.775955372496
1199,2016-1112-1292,Arizona,Middle Tennessee,0.6,0.559,0.89262,0.592694,6.0,15.0,0.215247946126,0.784752053874
1200,2016-1234-1292,Iowa,Middle Tennessee,0.594,0.559,0.883287,0.592694,7.0,15.0,0.223626520177,0.776373479823
1201,2016-1160-1292,Colorado,Middle Tennessee,0.588,0.559,0.778651,0.592694,8.0,15.0,0.309446070771,0.690553929229
1202,2016-1163-1292,Connecticut,Middle Tennessee,0.586,0.559,0.867767,0.592694,9.0,15.0,0.237444160212,0.762555839788
1203,2016-1396-1292,Temple,Middle Tennessee,0.572,0.559,0.703206,0.592694,10.0,15.0,0.38609426489,0.61390573511
1204,2016-1435-1292,Vanderbilt,Middle Tennessee,0.571,0.559,0.8642,0.592694,11.0,15.0,0.244908707973,0.755091292027
1205,2016-1455-1292,Wichita St.,Middle Tennessee,0.581,0.559,0.900386,0.592694,11.0,15.0,0.215418262663,0.784581737337
1206,2016-1355-1292,South Dakota St.,Middle Tennessee,0.594,0.559,0.720451,0.592694,12.0,15.0,0.360515353452,0.639484646548
1207,2016-1218-1292,Hawaii,Middle Tennessee,0.556,0.559,0.76316,0.592694,13.0,15.0,0.335549971299,0.664450028701
1208,2016-1138-1292,Buffalo,Middle Tennessee,0.549,0.559,0.573537,0.592694,14.0,15.0,0.52771619214,0.47228380786
1209,2016-1421-1292,UNC Asheville,Middle Tennessee,0.521,0.559,0.619767,0.592694,15.0,15.0,0.492253300586,0.507746699414
1210,2016-1122-1292,Austin Peay,Middle Tennessee,0.488,0.559,0.381941,0.592694,16.0,15.0,0.732466009658,0.267533990342
1211,2016-1438-1292,Virginia,Middle Tennessee,0.657,0.559,0.948196,0.592694,1.0,15.0,0.164946582748,0.835053417252
1212,2016-1277-1292,Michigan St.,Middle Tennessee,0.626,0.559,0.945053,0.592694,2.0,15.0,0.174363296872,0.825636703128
1213,2016-1428-1292,Utah,Middle Tennessee,0.637,0.559,0.854613,0.592694,3.0,15.0,0.231267382608,0.768732617392
1214,2016-1235-1292,Iowa St.,Middle Tennessee,0.606,0.559,0.89189,0.592694,4.0,15.0,0.213996983044,0.786003016956
1215,2016-1345-1292,Purdue,Middle Tennessee,0.619,0.559,0.907877,0.592694,5.0,15.0,0.199482637269,0.800517362731
1216,2016-1371-1292,Seton Hall,Middle Tennessee,0.609,0.559,0.867459,0.592694,6.0,15.0,0.230504916638,0.769495083362
1217,2016-1173-1292,Dayton,Middle Tennessee,0.606,0.559,0.780804,0.592694,7.0,15.0,0.300927500322,0.699072499678
1218,2016-1403-1292,Texas Tech,Middle Tennessee,0.588,0.559,0.809433,0.592694,8.0,15.0,0.282994953385,0.717005046615
1219,2016-1139-1292,Butler,Middle Tennessee,0.575,0.559,0.813032,0.592694,9.0,15.0,0.284572281789,0.715427718211
1220,2016-1393-1292,Syracuse,Middle Tennessee,0.562,0.559,0.811213,0.592694,10.0,15.0,0.290740744233,0.709259255767
1221,2016-1211-1292,Gonzaga,Middle Tennessee,0.583,0.559,0.860671,0.592694,11.0,15.0,0.243743588704,0.756256411296
1222,2016-1114-1292,Arkansas Little Rock,Middle Tennessee,0.582,0.559,0.797767,0.592694,12.0,15.0,0.295023018562,0.704976981438
1223,2016-1233-1292,Iona,Middle Tennessee,0.556,0.559,0.731267,0.592694,13.0,15.0,0.365478551404,0.634521448596
1224,2016-1201-1292,Fresno St.,Middle Tennessee,0.569,0.559,0.658941,0.592694,14.0,15.0,0.431435438718,0.568564561282
1225,2016-1314-1214,North Carolina,Hampton,0.645,0.507,0.9407,0.366888,1.0,16.0,0.0659252998073,0.934074700193
1226,2016-1462-1214,Xavier,Hampton,0.639,0.507,0.894669,0.366888,2.0,16.0,0.0793820844132,0.920617915587
1227,2016-1452-1214,West Virginia,Hampton,0.631,0.507,0.923627,0.366888,3.0,16.0,0.0720054167271,0.927994583273
1228,2016-1246-1214,Kentucky,Hampton,0.626,0.507,0.919899,0.366888,4.0,16.0,0.0736302763587,0.926369723641
1229,2016-1231-1214,Indiana,Hampton,0.602,0.507,0.895934,0.366888,5.0,16.0,0.0838109863856,0.916189013614
1230,2016-1323-1214,Notre Dame,Hampton,0.589,0.507,0.8132,0.366888,6.0,16.0,0.116308212016,0.883691787984
1231,2016-1458-1214,Wisconsin,Hampton,0.584,0.507,0.839077,0.366888,7.0,16.0,0.106606092232,0.893393907768
1232,2016-1425-1214,USC,Hampton,0.579,0.507,0.794437,0.366888,8.0,16.0,0.126407824319,0.873592175681
1233,2016-1344-1214,Providence,Hampton,0.586,0.507,0.799206,0.366888,9.0,16.0,0.122933628945,0.877066371055
1234,2016-1338-1214,Pittsburgh,Hampton,0.578,0.507,0.802472,0.366888,10.0,16.0,0.122981130124,0.877018869876
1235,2016-1276-1214,Michigan,Hampton,0.574,0.507,0.777853,0.366888,11.0,16.0,0.135168180101,0.864831819899
1236,2016-1409-1214,Tulsa,Hampton,0.571,0.507,0.770262,0.366888,11.0,16.0,0.13949455875,0.86050544125
1237,2016-1151-1214,Chattanooga,Hampton,0.579,0.507,0.656214,0.366888,12.0,16.0,0.203741008473,0.796258991527
1238,2016-1392-1214,Stony Brook,Hampton,0.572,0.507,0.698047,0.366888,13.0,16.0,0.178958220856,0.821041779144
1239,2016-1372-1214,Stephen F. Austin,Hampton,0.571,0.507,0.834675,0.366888,14.0,16.0,0.110550467011,0.889449532989
1240,2016-1451-1214,Weber St.,Hampton,0.538,0.507,0.571126,0.366888,15.0,16.0,0.280720488358,0.719279511642
1241,2016-1192-1214,Fairleigh Dickinson,Hampton,0.48,0.507,0.290502,0.366888,16.0,16.0,0.578649683003,0.421350316997
1242,2016-1195-1214,Florida Gulf Coast,Hampton,0.475,0.507,0.469004,0.366888,16.0,16.0,0.39886220598,0.60113779402
1243,2016-1242-1214,Kansas,Hampton,0.677,0.507,0.950266,0.366888,1.0,16.0,0.0603060866344,0.939693913366
1244,2016-1437-1214,Villanova,Hampton,0.653,0.507,0.935227,0.366888,2.0,16.0,0.0664606514428,0.933539348557
1245,2016-1274-1214,Miami FL,Hampton,0.636,0.507,0.897133,0.366888,3.0,16.0,0.0790214205579,0.920978579442
1246,2016-1143-1214,California,Hampton,0.616,0.507,0.876402,0.366888,4.0,16.0,0.0882291883182,0.911770811682
1247,2016-1268-1214,Maryland,Hampton,0.618,0.507,0.872585,0.366888,5.0,16.0,0.0892207424665,0.910779257533
1248,2016-1112-1214,Arizona,Hampton,0.6,0.507,0.89262,0.366888,6.0,16.0,0.0851368543793,0.914863145621
1249,2016-1234-1214,Iowa,Hampton,0.594,0.507,0.883287,0.366888,7.0,16.0,0.0890253739108,0.910974626089
1250,2016-1160-1214,Colorado,Hampton,0.588,0.507,0.778651,0.366888,8.0,16.0,0.131970475363,0.868029524637
1251,2016-1163-1214,Connecticut,Hampton,0.586,0.507,0.867767,0.366888,9.0,16.0,0.0955497264274,0.904450273573
1252,2016-1396-1214,Temple,Hampton,0.572,0.507,0.703206,0.366888,10.0,16.0,0.175853491355,0.824146508645
1253,2016-1435-1214,Vanderbilt,Hampton,0.571,0.507,0.8642,0.366888,11.0,16.0,0.0991334331717,0.900866566828
1254,2016-1455-1214,Wichita St.,Hampton,0.581,0.507,0.900386,0.366888,11.0,16.0,0.0852153989286,0.914784601071
1255,2016-1355-1214,South Dakota St.,Hampton,0.594,0.507,0.720451,0.366888,12.0,16.0,0.160560265464,0.839439734536
1256,2016-1218-1214,Hawaii,Hampton,0.556,0.507,0.76316,0.366888,13.0,16.0,0.146274334599,0.853725665401
1257,2016-1138-1214,Buffalo,Hampton,0.549,0.507,0.573537,0.366888,14.0,16.0,0.27488872825,0.72511127175
1258,2016-1421-1214,UNC Asheville,Hampton,0.521,0.507,0.619767,0.366888,15.0,16.0,0.247511896602,0.752488103398
1259,2016-1122-1214,Austin Peay,Hampton,0.488,0.507,0.381941,0.366888,16.0,16.0,0.481566620597,0.518433379403
1260,2016-1438-1214,Virginia,Hampton,0.657,0.507,0.948196,0.366888,1.0,16.0,0.0628076727181,0.937192327282
1261,2016-1277-1214,Michigan St.,Hampton,0.626,0.507,0.945053,0.366888,2.0,16.0,0.0668602050165,0.933139794984
1262,2016-1428-1214,Utah,Hampton,0.637,0.507,0.854613,0.366888,3.0,16.0,0.0926158230102,0.90738417699
1263,2016-1235-1214,Iowa St.,Hampton,0.606,0.507,0.89189,0.366888,4.0,16.0,0.0845605811125,0.915439418887
1264,2016-1345-1214,Purdue,Hampton,0.619,0.507,0.907877,0.366888,5.0,16.0,0.0779545694325,0.922045430567
1265,2016-1371-1214,Seton Hall,Hampton,0.609,0.507,0.867459,0.366888,6.0,16.0,0.092255618629,0.907744381371
1266,2016-1173-1214,Dayton,Hampton,0.606,0.507,0.780804,0.366888,7.0,16.0,0.12743593121,0.87256406879
1267,2016-1403-1214,Texas Tech,Hampton,0.588,0.507,0.809433,0.366888,8.0,16.0,0.118095404023,0.881904595977
1268,2016-1139-1214,Butler,Hampton,0.575,0.507,0.813032,0.366888,9.0,16.0,0.118906053085,0.881093946915
1269,2016-1393-1214,Syracuse,Hampton,0.562,0.507,0.811213,0.366888,10.0,16.0,0.122096342908,0.877903657092
1270,2016-1211-1214,Gonzaga,Hampton,0.583,0.507,0.860671,0.366888,11.0,16.0,0.0985712878222,0.901428712178
1271,2016-1114-1214,Arkansas Little Rock,Hampton,0.582,0.507,0.797767,0.366888,12.0,16.0,0.124330104022,0.875669895978
1272,2016-1233-1214,Iona,Hampton,0.556,0.507,0.731267,0.366888,13.0,16.0,0.163474394923,0.836525605077
1273,2016-1201-1214,Fresno St.,Hampton,0.569,0.507,0.658941,0.366888,14.0,16.0,0.20473901815,0.79526098185
1274,2016-1292-1214,Middle Tennessee,Hampton,0.559,0.507,0.592694,0.366888,15.0,16.0,0.256098217787,0.743901782213
1275,2016-1314-1332,North Carolina,Oregon,0.645,0.662,0.9407,0.912273,1.0,1.0,0.503633504407,0.496366495593
1276,2016-1462-1332,Xavier,Oregon,0.639,0.662,0.894669,0.912273,2.0,1.0,0.55349349267,0.44650650733
1277,2016-1452-1332,West Virginia,Oregon,0.631,0.662,0.923627,0.912273,3.0,1.0,0.527293806357,0.472706193643
1278,2016-1246-1332,Kentucky,Oregon,0.626,0.662,0.919899,0.912273,4.0,1.0,0.53328850691,0.46671149309
1279,2016-1231-1332,Indiana,Oregon,0.602,0.662,0.895934,0.912273,5.0,1.0,0.568052506784,0.431947493216
1280,2016-1323-1332,Notre Dame,Oregon,0.589,0.662,0.8132,0.912273,6.0,1.0,0.654234201188,0.345765798812
1281,2016-1458-1332,Wisconsin,Oregon,0.584,0.662,0.839077,0.912273,7.0,1.0,0.63173831832,0.36826168168
1282,2016-1425-1332,USC,Oregon,0.579,0.662,0.794437,0.912273,8.0,1.0,0.675346655041,0.324653344959
1283,2016-1344-1332,Providence,Oregon,0.586,0.662,0.799206,0.912273,9.0,1.0,0.668327513144,0.331672486856
1284,2016-1338-1332,Pittsburgh,Oregon,0.578,0.662,0.802472,0.912273,10.0,1.0,0.668425145928,0.331574854072
1285,2016-1276-1332,Michigan,Oregon,0.574,0.662,0.777853,0.912273,11.0,1.0,0.692014270592,0.307985729408
1286,2016-1409-1332,Tulsa,Oregon,0.571,0.662,0.770262,0.912273,11.0,1.0,0.699742939769,0.300257060231
1287,2016-1151-1332,Chattanooga,Oregon,0.579,0.662,0.656214,0.912273,12.0,1.0,0.786254340808,0.213745659192
1288,2016-1392-1332,Stony Brook,Oregon,0.572,0.662,0.698047,0.912273,13.0,1.0,0.758073573549,0.241926426451
1289,2016-1372-1332,Stephen F. Austin,Oregon,0.571,0.662,0.834675,0.912273,14.0,1.0,0.641168130982,0.358831869018
1290,2016-1451-1332,Weber St.,Oregon,0.538,0.662,0.571126,0.912273,15.0,1.0,0.848730391662,0.151269608338
1291,2016-1192-1332,Fairleigh Dickinson,Oregon,0.48,0.662,0.290502,0.912273,16.0,1.0,0.951791060661,0.0482089393386
1292,2016-1195-1332,Florida Gulf Coast,Oregon,0.475,0.662,0.469004,0.912273,16.0,1.0,0.905111896007,0.0948881039934
1293,2016-1242-1332,Kansas,Oregon,0.677,0.662,0.950266,0.912273,1.0,1.0,0.479872694004,0.520127305996
1294,2016-1437-1332,Villanova,Oregon,0.653,0.662,0.935227,0.912273,2.0,1.0,0.505798579657,0.494201420343
1295,2016-1274-1332,Miami FL,Oregon,0.636,0.662,0.897133,0.912273,3.0,1.0,0.55227096592,0.44772903408
1296,2016-1143-1332,California,Oregon,0.616,0.662,0.876402,0.912273,4.0,1.0,0.581787988863,0.418212011137
1297,2016-1268-1332,Maryland,Oregon,0.618,0.662,0.872585,0.912273,5.0,1.0,0.584768876937,0.415231123063
1298,2016-1112-1332,Arizona,Oregon,0.6,0.662,0.89262,0.912273,6.0,1.0,0.572254133868,0.427745866132
1299,2016-1234-1332,Iowa,Oregon,0.594,0.662,0.883287,0.912273,7.0,1.0,0.584184399727,0.415815600273
1300,2016-1160-1332,Colorado,Oregon,0.588,0.662,0.778651,0.912273,8.0,1.0,0.686093965168,0.313906034832
1301,2016-1163-1332,Connecticut,Oregon,0.586,0.662,0.867767,0.912273,9.0,1.0,0.602977729783,0.397022270217
1302,2016-1396-1332,Temple,Oregon,0.572,0.662,0.703206,0.912273,10.0,1.0,0.754150298701,0.245849701299
1303,2016-1435-1332,Vanderbilt,Oregon,0.571,0.662,0.8642,0.912273,11.0,1.0,0.612700516011,0.387299483989
1304,2016-1455-1332,Wichita St.,Oregon,0.581,0.662,0.900386,0.912273,11.0,1.0,0.572500853551,0.427499146449
1305,2016-1355-1332,South Dakota St.,Oregon,0.594,0.662,0.720451,0.912273,12.0,1.0,0.733314201098,0.266685798902
1306,2016-1218-1332,Hawaii,Oregon,0.556,0.662,0.76316,0.912273,13.0,1.0,0.711245818408,0.288754181592
1307,2016-1138-1332,Buffalo,Oregon,0.549,0.662,0.573537,0.912273,14.0,1.0,0.844960463283,0.155039536717
1308,2016-1421-1332,UNC Asheville,Oregon,0.521,0.662,0.619767,0.912273,15.0,1.0,0.825439108497,0.174560891503
1309,2016-1122-1332,Austin Peay,Oregon,0.488,0.662,0.381941,0.912273,16.0,1.0,0.930332067894,0.0696679321063
1310,2016-1438-1332,Virginia,Oregon,0.657,0.662,0.948196,0.912273,1.0,1.0,0.490690358708,0.509309641292
1311,2016-1277-1332,Michigan St.,Oregon,0.626,0.662,0.945053,0.912273,2.0,1.0,0.50740379161,0.49259620839
1312,2016-1428-1332,Utah,Oregon,0.637,0.662,0.854613,0.912273,3.0,1.0,0.594707938809,0.405292061191
1313,2016-1235-1332,Iowa St.,Oregon,0.606,0.662,0.89189,0.912273,4.0,1.0,0.570436537118,0.429563462882
1314,2016-1345-1332,Purdue,Oregon,0.619,0.662,0.907877,0.912273,5.0,1.0,0.548620903241,0.451379096759
1315,2016-1371-1332,Seton Hall,Oregon,0.609,0.662,0.867459,0.912273,6.0,1.0,0.593672605778,0.406327394222
1316,2016-1173-1332,Dayton,Oregon,0.606,0.662,0.780804,0.912273,7.0,1.0,0.677377554018,0.322622445982
1317,2016-1403-1332,Texas Tech,Oregon,0.588,0.662,0.809433,0.912273,8.0,1.0,0.658131214781,0.341868785219
1318,2016-1139-1332,Butler,Oregon,0.575,0.662,0.813032,0.912273,9.0,1.0,0.65987514271,0.34012485729
1319,2016-1393-1332,Syracuse,Oregon,0.562,0.662,0.811213,0.912273,10.0,1.0,0.6665988406,0.3334011594
1320,2016-1211-1332,Gonzaga,Oregon,0.583,0.662,0.860671,0.912273,11.0,1.0,0.611201972396,0.388798027604
1321,2016-1114-1332,Arkansas Little Rock,Oregon,0.582,0.662,0.797767,0.912273,12.0,1.0,0.671178346403,0.328821653597
1322,2016-1233-1332,Iona,Oregon,0.556,0.662,0.731267,0.912273,13.0,1.0,0.737490831985,0.262509168015
1323,2016-1201-1332,Fresno St.,Oregon,0.569,0.662,0.658941,0.912273,14.0,1.0,0.787284510568,0.212715489432
1324,2016-1292-1332,Middle Tennessee,Oregon,0.559,0.662,0.592694,0.912273,15.0,1.0,0.831909401068,0.168090598932
1325,2016-1214-1332,Hampton,Oregon,0.507,0.662,0.366888,0.912273,16.0,1.0,0.932191121046,0.0678088789541
1326,2016-1314-1328,North Carolina,Oklahoma,0.645,0.642,0.9407,0.919847,1.0,2.0,0.502566953971,0.497433046029
1327,2016-1462-1328,Xavier,Oklahoma,0.639,0.642,0.894669,0.919847,2.0,2.0,0.552438870174,0.447561129826
1328,2016-1452-1328,West Virginia,Oklahoma,0.631,0.642,0.923627,0.919847,3.0,2.0,0.526230270518,0.473769729482
1329,2016-1246-1328,Kentucky,Oklahoma,0.626,0.642,0.919899,0.919847,4.0,2.0,0.532226493513,0.467773506487
1330,2016-1231-1328,Indiana,Oklahoma,0.602,0.642,0.895934,0.919847,5.0,2.0,0.567005370664,0.432994629336
1331,2016-1323-1328,Notre Dame,Oklahoma,0.589,0.642,0.8132,0.919847,6.0,2.0,0.653268464485,0.346731535515
1332,2016-1458-1328,Wisconsin,Oklahoma,0.584,0.642,0.839077,0.919847,7.0,2.0,0.63074521255,0.36925478745
1333,2016-1425-1328,USC,Oklahoma,0.579,0.642,0.794437,0.919847,8.0,2.0,0.674410539962,0.325589460038
1334,2016-1344-1328,Providence,Oklahoma,0.586,0.642,0.799206,0.919847,9.0,2.0,0.667381126989,0.332618873011
1335,2016-1338-1328,Pittsburgh,Oklahoma,0.578,0.642,0.802472,0.919847,10.0,2.0,0.667478899749,0.332521100251
1336,2016-1276-1328,Michigan,Oklahoma,0.574,0.642,0.777853,0.919847,11.0,2.0,0.691104233367,0.308895766633
1337,2016-1409-1328,Tulsa,Oklahoma,0.571,0.642,0.770262,0.919847,11.0,2.0,0.698845801055,0.301154198945
1338,2016-1151-1328,Chattanooga,Oklahoma,0.579,0.642,0.656214,0.919847,12.0,2.0,0.78553646608,0.21446353392
1339,2016-1392-1328,Stony Brook,Oklahoma,0.572,0.642,0.698047,0.919847,13.0,2.0,0.757290268913,0.242709731087
1340,2016-1372-1328,Stephen F. Austin,Oklahoma,0.571,0.642,0.834675,0.919847,14.0,2.0,0.640185971146,0.359814028854
1341,2016-1451-1328,Weber St.,Oklahoma,0.538,0.642,0.571126,0.919847,15.0,2.0,0.848181829742,0.151818170258
1342,2016-1192-1328,Fairleigh Dickinson,Oklahoma,0.48,0.642,0.290502,0.919847,16.0,2.0,0.951594921325,0.0484050786753
1343,2016-1195-1328,Florida Gulf Coast,Oklahoma,0.475,0.642,0.469004,0.919847,16.0,2.0,0.904744847976,0.0952551520237
1344,2016-1242-1328,Kansas,Oklahoma,0.677,0.642,0.950266,0.919847,1.0,2.0,0.478807923546,0.521192076454
1345,2016-1437-1328,Villanova,Oklahoma,0.653,0.642,0.935227,0.919847,2.0,2.0,0.504732106495,0.495267893505
1346,2016-1274-1328,Miami FL,Oklahoma,0.636,0.642,0.897133,0.919847,3.0,2.0,0.551215797163,0.448784202837
1347,2016-1143-1328,California,Oklahoma,0.616,0.642,0.876402,0.919847,4.0,2.0,0.580749575154,0.419250424846
1348,2016-1268-1328,Maryland,Oklahoma,0.618,0.642,0.872585,0.919847,5.0,2.0,0.583732568979,0.416267431021
1349,2016-1112-1328,Arizona,Oklahoma,0.6,0.642,0.89262,0.919847,6.0,2.0,0.571209494836,0.428790505164
1350,2016-1234-1328,Iowa,Oklahoma,0.594,0.642,0.883287,0.919847,7.0,2.0,0.583147672902,0.416852327098
1351,2016-1160-1328,Colorado,Oklahoma,0.588,0.642,0.778651,0.919847,8.0,2.0,0.685174393041,0.314825606959
1352,2016-1163-1328,Connecticut,Oklahoma,0.586,0.642,0.867767,0.919847,9.0,2.0,0.60195593289,0.39804406711
